Id,Tag,Groups,DescEng,DescRus,Algorithms_ConvAlg,Algorithms_CalcAlg,Algorithms_BlockAlg,PLC_PLCNo,PLC_FC,PLC_Input_Type,PLC_Input_Block,PLC_Input_Word,PLC_Input_Bit,PLC_Output_Type,PLC_Output_Block,PLC_Output_Word,PLC_Output_Bit,PLC_INP,SignalHigh,SignalLow,AlarmLow,AlarmHigh,Constant1,EngUnitId
2906,040SP816U01I01,991CD100G53,Clean.ScavangerTailsPump Current,"Насос хвост. дофлотации, Ток",4 Int/Ext,1,0 No Algorithm,991,0,Float,2712,30,0,,0,0,0,%DB2712.DBD30,0.0,80.0,-1000000.0,9999999.0,1.0,A
2910,040SP816U01S01,991CD100G53,Clean.ScavangerTailsPump Speed,Насос хвост. дофлотации Скорость,4 Int/Ext,1,0 No Algorithm,991,0,Float,2712,46,0,,0,0,0,%DB2712.DBD46,0.0,100.0,-999999.0,999999.0,1.0,%
2805,080SN540M01I01,992CD100G10,SN Current,Ток грохота,4 Int/Ext,1,0 No Algorithm,992,0,Float,2703,34,0,,0,0,0,%DB2703.DBD34,0.0,10.0,-1000000.0,9999999.0,1.0,A
2807,080SN540M02I01,992CD100G10,SN Current,Ток грохота,4 Int/Ext,1,0 No Algorithm,992,0,Float,2704,34,0,,0,0,0,%DB2704.DBD34,0.0,10.0,-1000000.0,9999999.0,1.0,A
1012,050PU272I01_SPA,991CD100G53,Pressure Control,Контроль давления,3 Stop/Run,1,41 Siemens V77 PID,991,3538,Float,20,304,0,Float,20,304,0,%DB20.DBD304,0.0,500.0,0.0,0.0,500.0,kPa
1236,080MC480N01P01,992CD100G11,Cyclone Cluster Feed Pressure,Давление питания Г/Циклонов,1 Off/On,50,42 Siemens V77 Ext AI,992,3004,Flt/Trig/Sts,15,48,0,,0,0,0,%DB15.DBD48,0.0,500.0,0.0,0.0,100.0,kPa
1591,080TN450N01F01,992CD100G13,"CIL Feed Thickener, Flow",Подача в сгуститель. Расход,1 Off/On,50,42 Siemens V77 Ext AI,992,3246,Flt/Trig/Sts,15,2952,0,,0,0,0,%DB15.DBD2952,0.0,100.0,0.0,0.0,1.0,m3/h
3497,080TK481N01L01,992CD100G11,"2nd Hydrocyclones tank, Level","Емкость 2-х гидр-нов,Уровень",1 Off/On,50,42 Siemens V77 Ext AI,992,3359,Flt/Trig/Sts,15,4308,0,,0,0,0,%DB15.DBD4308,0.0,110.0,0.0,0.0,1.0,%
-3595,080TK490I01,992CD100G10,Lime to 080TK490 Mode,Режим: известь в 080TK490,33 Controller Mode (V7.7),0,41 Siemens V77 PID,992,3534,16 Bit/Time,21,136,0,16 Bit,3534,82,0,%DB21.DBD136,,,,,,
1442,080TK491N02A01,992CD100G10,Oxygen Concentration TK491,Концентрация кислорода,1 Off/On,50,42 Siemens V77 Ext AI,992,3165,Flt/Trig/Sts,15,1980,0,,0,0,0,%DB15.DBD1980,-0.019999999552965164,120.0,0.0,0.0,1.0,mg/lt
1867,080TK491N01A01,992CD100G10,"CIL Tank,pH",рН в емкости УВР,1 Off/On,50,42 Siemens V77 Ext AI,992,3290,Flt/Trig/Sts,15,3480,0,,0,0,0,%DB15.DBD3480,0.0,14.0,0.0,0.0,1.0,pH
-3316,080AG491M01,992CD100G10,Pre-aeration Agitator,Агитатор пре-аэрации,81 Ext. UniMotor (V7.7),0,254 Siemens V77 Ext Motor 3UF70,992,2675,16 Bit/Time,4,700,0,16 Bit,2675,66,0,%DB4.DBD700,,,,,,
1794,080TK490I01_SPA,992CD100G10,Lime to 080TK490,Известь в 080TK490,3 Stop/Run,1,41 Siemens V77 PID,992,3534,Float,20,272,0,Float,20,272,0,%DB20.DBD272,0.0,14.0,0.0,0.0,14.0,pH
1795,080TK490I01_SPM,992CD100G10,Lime to 080TK490,Известь в 080TK490,4 Int/Ext,1,41 Siemens V77 PID,992,3534,Float,20,276,0,Float,20,276,0,%DB20.DBD276,0.0,100.0,0.0,0.0,100.0,%
2829,080AG490M01I01,992CD100G10,Agitator Current,Ток мешалки,4 Int/Ext,1,0 No Algorithm,992,0,Float,2673,34,0,,0,0,0,%DB2673.DBD34,0.0,100.0,22.0,9999999.0,1.0,A
-3596,080TK491I01,992CD100G10,Lime to 080TK491 Mode,Режим: известь в 080TK491,33 Controller Mode (V7.7),0,41 Siemens V77 PID,992,3535,16 Bit/Time,21,140,0,16 Bit,3535,82,0,%DB21.DBD140,,,,,,
1798,080TK491I01_SPA,992CD100G10,Lime to 080TK491,Известь в 080TK491,3 Stop/Run,1,41 Siemens V77 PID,992,3535,Float,20,280,0,Float,20,280,0,%DB20.DBD280,0.0,14.0,0.0,0.0,14.0,pH
1799,080TK491I01_SPM,992CD100G10,Lime to 080TK491,Известь в 080TK491,4 Int/Ext,1,41 Siemens V77 PID,992,3535,Float,20,284,0,Float,20,284,0,%DB20.DBD284,0.0,100.0,0.0,0.0,100.0,%
2831,080AG491M01I01,992CD100G10,Agitator Current,Ток мешалки,4 Int/Ext,1,0 No Algorithm,992,0,Float,2675,34,0,,0,0,0,%DB2675.DBD34,0.0,100.0,20.0,9999999.0,1.0,A
1867,080TK491N01A01,992CD100G10,"CIL Tank,pH",рН в емкости УВР,1 Off/On,50,42 Siemens V77 Ext AI,992,3290,Flt/Trig/Sts,15,3480,0,,0,0,0,%DB15.DBD3480,0.0,14.0,0.0,0.0,1.0,pH
-3316,080AG491M01,992CD100G10,Pre-aeration Agitator,Агитатор пре-аэрации,81 Ext. UniMotor (V7.7),0,254 Siemens V77 Ext Motor 3UF70,992,2675,16 Bit/Time,4,700,0,16 Bit,2675,66,0,%DB4.DBD700,,,,,,
2831,080AG491M01I01,992CD100G10,Agitator Current,Ток мешалки,4 Int/Ext,1,0 No Algorithm,992,0,Float,2675,34,0,,0,0,0,%DB2675.DBD34,0.0,100.0,20.0,9999999.0,1.0,A
-3375,080PU491U01,992CD100G10,Carbon Transfer Pump 11,Насос перекачивания угля,81 Ext. UniMotor (V7.7),0,1080 Siemens V77 Ext Motor ACS880,992,2709,16 Bit/Time,4,836,0,16 Bit,2709,66,0,%DB4.DBD836,,,,,,
-2475,080SN491M01,992CD100G10,"Pre-aeration, Interstage Screen","Преаэрация, промеж.грохот",81 Ext. UniMotor (V7.7),0,254 Siemens V77 Ext Motor 3UF70,992,2543,16 Bit/Time,4,172,0,16 Bit,2543,66,0,%DB4.DBD172,,,,,,
3497,080TK481N01L01,992CD100G11,"2nd Hydrocyclones tank, Level","Емкость 2-х гидр-нов,Уровень",1 Off/On,50,42 Siemens V77 Ext AI,992,3359,Flt/Trig/Sts,15,4308,0,,0,0,0,%DB15.DBD4308,0.0,110.0,0.0,0.0,1.0,%
1574,080TK491A01N01,992CD100G10,"NaCN,Stream1",Анализатор цианида. Поток 1,1 Off/On,50,42 Siemens V77 Ext AI,992,3229,Flt/Trig/Sts,15,2748,0,,0,0,0,%DB15.DBD2748,0.0,4000.0,0.0,0.0,1.0,ppm
1572,080TK491A01N02,992CD100G10,"Analyser, pH Stream 1",Анализатор рН. Поток 1,1 Off/On,50,42 Siemens V77 Ext AI,992,3227,Flt/Trig/Sts,15,2724,0,,0,0,0,%DB15.DBD2724,0.0,14.0,0.0,0.0,1.0,pH
-3320,080AG500M01,992CD100G10,CIL Tank Agitator,Уголь в раст. Мешалка емкости,81 Ext. UniMotor (V7.7),0,254 Siemens V77 Ext Motor 3UF70,992,2677,16 Bit/Time,4,708,0,16 Bit,2677,66,0,%DB4.DBD708,,,,,,
2833,080AG500M01I01,992CD100G10,Agitator Current,Ток мешалки,4 Int/Ext,1,0 No Algorithm,992,0,Float,2677,34,0,,0,0,0,%DB2677.DBD34,0.0,100.0,0.0,9999999.0,1.0,A
-3351,080PU500U01,992CD100G10,Carbon Transfer Pump,Насос перекачивания угля,81 Ext. UniMotor (V7.7),0,1080 Siemens V77 Ext Motor ACS880,992,2695,16 Bit/Time,4,780,0,16 Bit,2695,66,0,%DB4.DBD780,,,,,,
1578,080PU500U01I01,992CD100G10,"Carbon Transfer Pump, Current",Насос трансфера угля. Ток,1 Off/On,50,42 Siemens V77 Ext AI,992,3233,Flt/Trig/Sts,15,2796,0,,0,0,0,%DB15.DBD2796,0.0,100.0,0.0,0.0,1.0,A
-3321,080SN500M01,992CD100G10,CIL Tank Interstage Screen,Емкость УВР. Промеж.грохот,81 Ext. UniMotor (V7.7),0,254 Siemens V77 Ext Motor 3UF70,992,2678,16 Bit/Time,4,712,0,16 Bit,2678,66,0,%DB4.DBD712,,,,,,
2801,080SN500M01I01,992CD100G10,SN Current,Ток грохота,4 Int/Ext,1,0 No Algorithm,992,0,Float,2678,34,0,,0,0,0,%DB2678.DBD34,0.0,25.0,0.0,9999999.0,1.0,A
